# Program:featureCounts v2.0.1; Command:"/u/home/s/samdemar/tools/Subread/subread-2.0.1-source/bin/featureCounts" "-F" "GFF" "-a" "/u/home/s/samdemar/refrencegenomes/AnnotationFiles/Saccharomyces_cerevisiae.R64-1-1.104.gtf" "-o" "/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/Counts/counts.txt" "/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/RRP6_1YP_1.fq.gz.bam" "/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/RRP6_2YP_1.fq.gz.bam" "/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/RRP6_3YP_1.fq.gz.bam" "/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/UPF1_1YP_1.fq.gz.bam" "/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/UPF1_2YP_1.fq.gz.bam" "/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/UPF1_3YP_1.fq.gz.bam" "/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/U_R_1YPD_1.fq.gz.bam" "/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/U_R_2YPD_1.fq.gz.bam" "/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/U_R_3YPD_1.fq.gz.bam" "/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/WT_1_YPD_1.fq.gz.bam" "/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/WT_2_YPD_1.fq.gz.bam" "/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/WT_3_YPD_1.fq.gz.bam" 
Geneid	Chr	Start	End	Strand	Length	/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/RRP6_1YP_1.fq.gz.bam	/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/RRP6_2YP_1.fq.gz.bam	/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/RRP6_3YP_1.fq.gz.bam	/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/UPF1_1YP_1.fq.gz.bam	/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/UPF1_2YP_1.fq.gz.bam	/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/UPF1_3YP_1.fq.gz.bam	/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/U_R_1YPD_1.fq.gz.bam	/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/U_R_2YPD_1.fq.gz.bam	/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/U_R_3YPD_1.fq.gz.bam	/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/WT_1_YPD_1.fq.gz.bam	/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/WT_2_YPD_1.fq.gz.bam	/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/WT_3_YPD_1.fq.gz.bam
YNL301C	XIV;XIV	63570;64451	64018;64562	-;-	561	85339	90022	75944	63556	71917	68191	80275	65597	74824	75871	81123	66209
YNL263C	XIV	146896	147840	-	945	5438	5481	5244	4947	5225	5210	5690	5007	4942	5147	6193	5181
YNL059C	XIV	512668	514935	-	2268	8086	8025	6867	7358	7281	7605	8356	6546	7034	7832	7245	7308
YNL028W	XIV	578679	578996	+	318	175	115	93	31	32	69	136	112	115	16	37	24
YNL044W	XIV;XIV	545268;545371	545291;545877	+;+	531	2805	3084	2925	2318	2201	2388	2934	2497	2651	2763	2773	2924
YNL026W	XIV	581920	583374	+	1455	4130	4299	3820	4876	4539	4710	4976	4156	4524	3766	4093	3927
YNL067W	XIV	499681	500256	+	576	29465	32802	29743	29134	30031	29265	32580	28144	31865	29919	32144	28974
YNL205C	XIV	258155	258577	-	423	7	7	7	10	10	6	10	8	12	4	6	4
YNL104C	XIV	424895	426754	-	1860	23640	22976	21801	29055	26054	27534	30525	25537	27241	20338	21440	20268
YNL169C	XIV	316169	317671	-	1503	4612	4523	4006	6968	7187	7519	7376	5694	6058	4481	4483	3835
YNL268W	XIV	138550	140385	+	1836	13403	14345	12836	13000	13633	14523	13937	11224	12269	15138	16090	13527
YNL162W	XIV;XIV	331322;331838	331325;332154	+;+	321	121416	138363	121676	142021	142660	139820	120957	111665	130735	135104	134454	133761
YNL257C	XIV	160631	164320	-	3690	4005	4169	3687	5898	5906	6344	6939	5452	5767	4157	3742	3873
YNL229C	XIV	219137	220201	-	1065	5711	5764	4957	5277	5082	5907	5372	4044	4306	5265	5806	5150
YNL042W-B	XIV	547113	547370	+	258	109	109	112	58	58	69	129	140	139	47	70	54
YNL248C	XIV	181361	182608	-	1248	11816	11321	10871	11436	11844	12748	9417	8115	9114	15386	15281	9893
YNR045W	XIV	706139	707608	+	1470	2483	2303	2243	1807	1874	1981	3825	3371	3279	1499	1608	1634
YNR051C	XIV	716780	718327	-	1548	13740	12923	11499	10580	10316	11793	12628	9762	10690	12955	12275	12095
YNL190W	XIV	282395	283009	+	615	23485	22606	18914	20192	20168	22084	23726	18372	20850	21313	21506	17656
YNL194C	XIV	272710	273615	-	906	1349	1173	1118	1078	1087	1318	2069	2131	2177	218	302	228
YNL080C	XIV	476932	478032	-	1101	2805	2801	2727	3146	3173	3301	3343	2742	2889	3191	3084	2540
YNR005C	XIV	636931	637335	-	405	2	0	0	0	3	0	4	3	2	0	0	0
YNR064C	XIV	749136	750008	-	873	511	420	417	643	580	660	756	545	552	364	418	415
YNL145W	XIV	352414	352530	+	117	23664	22236	23096	25458	23368	28218	15905	16496	14118	41909	48598	39155
YNR068C	XIV	760067	760885	-	819	987	1230	946	3205	2640	2841	5412	4267	4374	578	497	651
YNL323W	XIV	31944	33188	+	1245	7275	7298	6732	6873	6871	7250	7142	5937	6026	6602	6758	6899
YNL003C	XIV	624975	625829	-	855	3668	3520	3251	4534	4445	4699	5703	4487	4647	2492	2883	2905
YNL199C	XIV	264926	266530	-	1605	3499	3064	2908	3947	3779	4137	3622	3122	3376	3797	3765	3164
YNL048W	XIV	538173	539819	+	1647	6022	6033	5491	7903	7440	7388	8085	6417	7146	6149	6293	5809
YNL072W	XIV	490317	491240	+	924	2075	1652	1903	1645	1725	1781	3216	2999	2763	1328	1604	1143
YNL224C	XIV	224796	227099	-	2304	4428	4776	4617	4170	3612	4192	4537	3664	3597	4397	4155	4302
YNL067W-A	XIV	498538	498684	+	147	4	5	1	5	16	15	16	18	19	6	9	1
YNR032W	XIV	686010	687116	+	1107	2874	2612	2510	2373	2277	2620	2478	1967	2090	1900	2197	2005
YNL206C	XIV	256788	258155	-	1368	4005	3635	3400	5621	5411	5686	5144	4266	4321	4075	4436	3915
YNR062C	XIV	744360	745343	-	984	423	466	401	1870	1802	2015	2052	1451	1523	514	525	497
YNL203C	XIV	259439	260050	-	612	63	64	55	100	87	80	138	83	108	60	54	23
YNL273W	XIV	122883	126599	+	3717	3272	3277	2764	3652	3410	3990	4393	3199	3295	3728	3902	3175
tI(AAU)N1	XIV	569867	569940	-	74	3	0	0	2	6	4	6	7	4	1	5	1
YNL213C	XIV	246460	247104	-	645	1656	1343	1397	1780	1530	1803	1666	1271	1286	1392	1583	1370
YNL055C	XIV	517994	518845	-	852	18438	19634	16737	14946	14692	14610	18872	16028	17257	13829	13828	15862
YNL170W	XIV	315978	316373	+	396	1	0	1	4	2	1	5	5	5	4	3	2
YNR013C	XIV	649028	651712	-	2685	6136	6262	5640	5452	5992	6210	7057	5416	6285	7674	7012	5787
YNL269W	XIV	137699	138094	+	396	100	59	88	119	67	63	236	206	192	24	32	12
YNR020C	XIV	667410	668222	-	813	713	716	595	682	630	728	681	527	519	589	829	735
YNL041C	XIV	549468	551987	-	2520	5007	4657	4373	4484	4726	4658	4715	3591	3881	4533	4725	4571
YNL234W	XIV	210233	211513	+	1281	2061	1749	1598	1895	1970	2162	2195	1825	2130	1432	1598	1347
YNL165W	XIV	323832	325052	+	1221	1475	1313	1415	1606	1758	1928	1680	1267	1283	1485	1688	1293
YNL116W	XIV	408341	409909	+	1569	818	820	820	784	881	912	890	708	765	1338	1264	854
YNL008C	XIV	616211	618241	-	2031	3827	4133	3571	7580	7376	7840	9437	7797	8711	3709	3258	3487
YNL309W	XIV	52662	53924	+	1263	522	430	417	426	436	532	569	425	446	704	641	556
YNR015W	XIV	653387	654541	+	1155	2725	2173	2138	1885	2034	2300	1520	1304	1393	3069	3448	1959
YNR075W	XIV	779916	781040	+	1125	5375	4598	4324	6178	6307	7416	10213	7729	8110	2183	2595	2203
YNL025C	XIV	584320	585291	-	972	1119	1228	1256	2636	2573	2602	3158	2603	2590	1090	1053	1096
YNL058C	XIV	515763	516713	-	951	1356	1532	1397	2484	1763	2140	2980	2207	2355	2035	1704	2349
YNL313C	XIV	45308	48022	-	2715	7298	6151	5679	6911	7343	8036	4969	4068	3604	8829	10616	6098
YNL122C	XIV	398023	398370	-	348	1201	1201	1126	1237	1086	1211	1229	893	1074	1019	1078	1187
YNL094W	XIV	447611	449374	+	1764	5401	5122	4578	8968	8435	9039	10768	8477	8527	3732	4004	4031
YNL001W	XIV	627456	628616	+	1161	4313	4037	3867	3733	3778	4110	3766	3060	3216	4049	4554	3529
YNL317W	XIV	40619	42016	+	1398	2505	2563	2126	2431	2212	2483	2722	2003	2193	2364	2286	2224
YNL035C	XIV	568522	569691	-	1170	4205	4167	3926	5741	5574	5797	7683	6464	7119	3889	3849	3120
YNL007C	XIV	618507	619565	-	1059	9771	10455	9893	6816	7175	8778	10582	9150	10695	11303	8114	8594
YNL162W-A	XIV	330329	330547	+	219	193	180	206	1775	1896	1930	2051	1606	1954	222	379	147
YNR039C	XIV	697614	699431	-	1818	2135	2147	1977	2005	1950	2092	2047	1685	1512	2148	2298	1914
YNL103W-A	XIV	426719	426808	+	90	345	366	323	357	290	279	477	438	475	128	157	210
tL(CAA)N	XIV;XIV	443006;443076	443043;443119	+;+	82	9	12	2	13	8	11	15	7	14	5	10	2
YNL052W	XIV	531725	532186	+	462	6509	6322	5673	6331	6387	6352	6372	5186	5542	6703	7241	7156
YNL120C	XIV	401033	401518	-	486	0	0	0	0	0	0	0	0	0	0	0	0
YNL002C	XIV	626174	627142	-	969	10942	9612	9033	8445	8856	10428	6143	5214	5088	13635	15728	9278
YNL311C	XIV	49397	51688	-	2292	1532	1538	1381	1867	1772	1929	1631	1232	1348	1890	1964	1565
YNR007C	XIV	639182	640114	-	933	1972	1718	1517	1688	1578	1931	2178	1525	1737	1152	1039	1484
YNL291C	XIV	84169	85815	-	1647	3790	4064	3705	5480	5277	5258	5464	4424	4845	4278	4518	4139
YNL195C	XIV	271523	272308	-	786	918	888	892	805	730	885	1556	1535	1647	248	323	381
YNL087W	XIV	462411	465947	+	3537	21203	21745	19299	19373	20601	21874	20450	16048	17252	29509	29780	22891
tF(GAA)N	XIV;XIV	374869;374924	374905;374959	+;+	73	0	4	4	8	2	7	7	8	7	0	5	0
YNL217W	XIV	240331	241311	+	981	12951	12585	11071	9253	9339	10434	10053	7846	8617	6893	7422	7889
YNL029C	XIV	577205	578773	-	1569	3069	2791	2568	3414	3115	3323	4491	3675	3815	2347	2392	2332
YNR028W	XIV	676177	677103	+	927	2943	2914	2673	2779	3016	3159	2494	2090	2178	3924	4004	3076
YNL009W	XIV	614821	616083	+	1263	949	814	911	1679	1420	1689	2956	2256	2278	480	611	630
YNL024C-A	XIV	586602	586820	-	219	1762	1948	1700	4473	4304	4569	4092	3862	3958	1485	1775	1535
YNL334C	XIV	12208	12876	-	669	434	434	327	1384	1251	1386	1420	977	955	347	372	479
YNL319W	XIV	38642	39082	+	441	0	0	1	0	0	0	2	0	0	0	0	1
YNL295W	XIV	76946	78520	+	1575	2889	2534	2432	2351	2326	2571	2721	1801	1850	2298	2538	2144
tN(GUU)N2	XIV	632599	632672	+	74	4	1	4	2	0	2	10	5	0	0	1	1
YNL192W	XIV	276502	279897	+	3396	31153	28431	27128	20563	19796	23349	23625	14288	14005	20811	21058	25034
YNL149C	XIV	349367	349756	-	390	124	118	113	462	358	411	456	349	425	130	98	119
YNL071W	XIV	491523	492971	+	1449	20909	21817	19011	20564	19885	20858	23716	19471	21247	17288	18237	18985
YNL089C	XIV	456693	457169	-	477	30	36	35	52	47	38	69	50	71	33	34	22
YNL308C	XIV	54122	55897	-	1776	8058	6966	6314	6893	6640	7600	5100	4227	4127	9445	9619	6776
YNL239W	XIV	200569	201933	+	1365	6860	7316	6921	8539	8273	8684	10554	8493	9173	5871	6266	6113
YNL275W	XIV	119268	120998	+	1731	1917	1796	1776	2141	2137	2086	1851	1565	1598	2006	2154	1679
YNR071C	XIV	770440	771468	-	1029	125	117	120	681	589	667	1034	775	861	99	74	76
YNL226W	XIV	222239	222649	+	411	4	6	6	4	2	1	23	22	24	5	0	4
YNL040W	XIV	553380	554750	+	1371	806	799	798	5840	5430	6065	4914	3737	4204	2622	2952	2911
YNL117W	XIV	406358	408022	+	1665	1337	1381	1254	657	524	567	4532	3530	3889	207	180	252
YNL050C	XIV;XIV	534079;534966	534874;534982	-;-	813	1689	1311	1384	2255	2343	2723	2504	2101	2248	1458	1813	1129
YNL086W	XIV	466334	466642	+	309	1237	1232	1198	1553	1523	1711	2404	1944	1973	634	761	755
YNL017C	XIV	602138	602476	-	339	108	133	128	20	23	30	142	141	142	19	9	17
YNR070W	XIV	765375	769376	+	4002	1808	1730	1633	4506	4709	5140	7639	5762	6184	1295	1358	1091
YNR067C	XIV	755746	759099	-	3354	16518	17683	16314	22399	18923	23822	24729	19921	21374	18884	19226	19836
YNL305C	XIV	58898	59791	-	894	4047	4380	3707	3685	3383	3386	5516	4363	4590	2196	2260	3319
YNL015W	XIV	605384	605611	+	228	4682	4724	3926	4274	3026	3843	5303	3835	4395	1655	1655	2535
YNL146C-A	XIV	351386	351580	-	195	310	278	284	382	335	355	816	585	627	125	100	60
YNL063W	XIV	507758	508702	+	945	2719	2985	2620	3464	2987	3432	5908	5225	4900	1412	1592	1501
YNL294C	XIV	78659	80260	-	1602	4568	4584	4065	8661	8057	8468	9143	7147	7276	3857	4178	4470
YNR046W	XIV	707788	708195	+	408	4433	5006	4301	4606	4882	4761	5000	4207	4339	5472	6351	4301
YNL167C	XIV	319416	321359	-	1944	4262	3941	3477	3719	3288	3529	4341	3299	3336	3740	3767	3635
YNL280C	XIV	109095	110411	-	1317	10520	11567	10263	10246	9936	10397	12367	11261	11365	8690	8918	8886
YNR002C	XIV	633008	633856	-	849	785	752	663	2679	2265	2458	2952	2353	2361	385	470	459
YNL036W	XIV	559814	560479	+	666	5970	3927	3728	2765	2986	4074	2900	2189	2302	1082	1234	2492
YNL075W	XIV	485607	486479	+	873	3807	3492	3349	2935	3035	3421	2199	1884	1934	4458	5398	3009
YNR058W	XIV	734291	735733	+	1443	553	668	511	1553	1344	1382	2456	1950	2107	313	281	334
YNL054W	XIV	526086	529583	+	3498	4721	4716	4348	3782	3341	3796	6895	5325	5709	3410	3485	3467
YNR006W	XIV	636986	638854	+	1869	2627	2683	2235	2255	2345	2505	2895	2112	2252	2158	2036	2325
YNR042W	XIV	701238	701666	+	429	0	0	0	0	0	2	2	1	0	0	0	0
YNL261W	XIV	155100	156539	+	1440	3108	3207	3002	4481	4283	4622	4930	3803	4380	2529	2393	2222
YNL188W	XIV	286308	287609	+	1302	1487	1343	1280	1998	2004	2265	1937	1498	1522	1775	1793	1653
YNL146W	XIV	351715	352017	+	303	309	269	244	500	397	486	888	782	752	161	174	200
YNL228W	XIV	220645	221421	+	777	2	2	2	3	1	4	7	1	3	0	2	2
YNL211C	XIV	250055	250315	-	261	319	346	274	701	683	835	924	801	863	519	528	456
YNR021W	XIV	668377	669591	+	1215	13347	14239	12889	14907	15753	16160	14691	12652	14338	16007	16152	14875
YNL201C	XIV	260627	263203	-	2577	6107	5484	5347	5912	5840	6278	5431	4172	4004	6568	6652	5246
YNR033W	XIV	687635	689998	+	2364	5143	5197	4788	6732	6097	6401	6974	5544	5682	4218	4932	4705
YNR034W	XIV	690321	691286	+	966	2500	2479	2305	2580	2343	2757	3883	3092	3555	2099	1885	2081
YNL272C	XIV	126805	129084	-	2280	5192	5201	4457	5150	4881	5443	5387	3834	4219	5183	5157	5193
YNL245C	XIV	186346	186885	-	540	729	671	593	1750	1798	2047	1802	1449	1449	645	736	544
YNR074C	XIV	777602	778738	-	1137	3355	3408	2993	6795	6147	6571	8642	7132	7620	2646	2807	2455
YNL123W	XIV	394685	397678	+	2994	12263	12200	11734	11850	11428	12846	12198	9326	9500	13014	14436	10986
YNR016C	XIV	654673	661374	-	6702	139586	139083	118055	136856	145072	151062	165318	107025	113611	143607	140026	128649
YNL223W	XIV	227370	228854	+	1485	2087	2162	1820	1979	1750	1947	2417	2021	1964	1637	1642	2001
YNR032C-A	XIV	687243	687464	-	222	2044	2420	2210	2380	2323	2300	3000	2517	2718	1872	2153	1961
YNL133C	XIV	374171	374692	-	522	983	906	957	1114	1045	1055	1377	1056	1108	646	560	744
YNL178W	XIV	302680	303402	+	723	139078	152386	136558	154324	160522	161733	138739	122677	132183	186077	191520	168215
YNL065W	XIV	503724	505484	+	1761	2788	2031	2354	3374	3772	3936	2377	1272	1345	2343	3891	2332
YNR043W	XIV	701895	703085	+	1191	12921	13388	12324	13470	13444	14022	11124	8532	9035	14604	14943	13099
YNL021W	XIV	593227	595347	+	2121	5360	5064	4629	7644	7204	8082	7555	5932	6412	4903	4504	4424
YNL124W	XIV	392892	394370	+	1479	1622	1166	1181	1707	1848	2002	1498	1135	1102	1735	1877	883
YNL312W	XIV;XIV	48287;48402	48293;49216	+;+	822	4915	5078	4656	5018	5329	5570	4793	4101	4146	5184	5715	5855
YNL143C	XIV	356794	357186	-	393	3375	3702	3367	4453	4507	4399	5108	4637	4811	3356	3504	3145
YNL251C	XIV	172588	174315	-	1728	17503	16915	15758	4165	4678	4664	23626	18304	20941	5678	5590	3316
snR40	XIV	89210	89306	+	97	1523	1737	1480	418	357	456	1378	1452	1045	633	834	692
YNL299W	XIV	66517	68445	+	1929	2427	1809	2027	1604	1597	2009	3171	2221	2238	1673	2184	896
snR19	XIV	230105	230672	-	568	613447	702197	703652	514330	555982	530896	752646	684367	690497	514914	588898	579418
YNR049C	XIV	713023	713655	-	633	1940	1890	1606	2062	1998	2392	2839	2252	2427	1372	1554	1328
YNL163C	XIV	326741	330073	-	3333	12476	11884	11011	10389	10877	11543	10967	9231	9624	12398	13482	9964
YNR073C	XIV	774792	776300	-	1509	176	176	199	167	106	152	452	329	391	57	125	139
YNL127W	XIV	383987	386848	+	2862	5630	6227	5155	5660	5658	6007	8067	6260	6013	4916	4800	4954
YNL118C	XIV	402652	405564	-	2913	11686	11701	10417	10192	9666	11212	11816	9222	9617	11722	11461	11111
tT(AGU)N2	XIV	560693	560765	-	73	0	0	2	2	1	0	4	1	0	0	0	0
YNL189W	XIV	284260	285888	+	1629	18943	19921	17667	15925	16069	16913	17091	13971	15572	19476	18634	17052
YNL290W	XIV	86218	87240	+	1023	6144	5920	5151	5169	5270	5709	6403	5084	5126	4957	5864	4921
YNR025C	XIV	672702	673061	-	360	365	402	320	415	447	447	424	438	420	353	363	325
YNL250W	XIV	175410	179348	+	3939	2728	2776	2561	4393	4107	4652	5835	4760	4863	3137	2924	3142
YNL314W	XIV	44447	45214	+	768	761	717	802	1252	1211	1411	1556	1230	1275	668	749	744
YNL227C	XIV	220659	222431	-	1773	582	422	491	468	522	569	456	348	371	615	716	405
YNL218W	XIV	238238	240001	+	1764	2143	2013	1825	2297	1937	2254	2075	1571	1647	1749	2036	1476
YNL004W	XIV;XIV	622915;623287	622944;624621	+;+	1365	6551	6456	5875	13549	12722	14241	14203	11495	11901	6452	6578	6740
YNR023W	XIV	670418	672118	+	1701	2121	2206	1890	1958	1777	1961	2204	1669	1945	2255	2240	1957
YNL092W	XIV	450871	452073	+	1203	1133	1088	1067	1207	1090	1232	2413	1557	1770	398	380	678
YNL324W	XIV	31050	31445	+	396	20	14	13	2	3	7	32	16	16	1	0	2
YNL233W	XIV	211922	214600	+	2679	3076	2875	2752	2568	2455	2587	3035	2243	2182	3185	3377	2704
YNL155W	XIV	342516	343340	+	825	6927	7464	6815	6353	5684	6549	8548	7093	7656	4747	4704	5656
YNL020C	XIV	595623	597539	-	1917	5498	5135	4907	5457	5766	5811	5677	4577	4958	4667	5118	4628
YNL076W	XIV	483556	485310	+	1755	2643	2650	2392	2294	2390	2498	4067	3258	3258	2362	2411	2142
YNL200C	XIV	263713	264453	-	741	2076	2155	1737	2192	1864	2103	3108	2382	2746	989	977	1621
YNL177C	XIV	303686	304615	-	930	3739	3540	3335	3994	3506	4243	4196	3190	3225	3279	3546	4077
YNL077W	XIV	481391	482977	+	1587	12711	11608	9204	5901	7349	8648	7571	7634	6716	5701	6990	5695
YNL293W	XIV	80640	82541	+	1902	3200	3346	3032	2842	2628	2635	4012	3302	3203	2618	2411	2977
YNL098C	XIV	439602	440570	-	969	16898	17883	15904	17263	15698	16355	19292	15054	17249	11829	11789	15293
YNR004W	XIV	635943	636383	+	441	761	684	603	2066	1958	2146	2590	2272	2307	606	697	624
YNL049C	XIV	535281	537911	-	2631	8622	8749	7993	10090	10202	10218	10890	8999	9288	7870	8347	8048
YNR019W	XIV	665339	667267	+	1929	11487	11867	10452	8501	8421	9427	13247	10227	10892	6337	6595	8268
YNL031C	XIV	575640	576050	-	411	32110	33590	30230	35518	38250	37610	33286	28498	31023	43174	47772	44487
YNL019C	XIV	598376	599230	-	855	1360	1230	1137	712	681	707	1222	921	934	526	639	551
YNL214W	XIV	245617	246216	+	600	842	913	767	1226	1228	1351	1337	1010	1191	705	741	843
YNL006W	XIV	620067	620978	+	912	12336	11599	9743	7965	8043	9949	13108	10103	10403	3974	5411	4400
YNR030W	XIV	678799	680454	+	1656	6902	7311	6913	7251	6767	6908	7773	6967	7087	5830	6201	6254
YNL038W	XIV;XIV	557020;557685	557610;557783	+;+	690	2876	3004	2859	5745	6079	6408	5684	5067	5379	3042	3292	2678
YNL090W	XIV	456565	457143	+	579	905	892	882	1005	991	1035	1113	930	965	787	831	816
YNL151C	XIV	347766	348521	-	756	3683	3274	3041	2888	3113	3232	2468	2025	2245	4074	4189	3270
YNL254C	XIV	168043	169248	-	1206	1696	1446	1471	3414	3523	3755	5600	4517	4655	1002	1244	832
YNR008W	XIV	640396	642381	+	1986	7800	8236	7475	8186	7430	8309	10013	8108	8550	5706	6528	6926
YNR038W	XIV	695595	697484	+	1890	5459	5024	4733	4306	4541	4801	3842	3127	2979	6479	6987	4192
YNR003W-A	XIV	634420	634518	+	99	0	0	0	0	0	0	0	0	0	0	0	0
YNL307C	XIV	56446	57573	-	1128	11080	10824	9260	9538	9059	9682	8993	7471	7975	10932	11405	10416
YNL131W	XIV	378767	379225	+	459	12801	13541	11961	16744	15453	17274	16844	13998	14033	14005	14920	14855
YNL265C	XIV;XIV	144280;145255	145149;145281	-;-	897	1500	1462	1467	1681	1444	1562	1792	1510	1567	1441	1435	1580
YNL175C	XIV	307401	308612	-	1212	4758	4545	4221	4288	4617	4752	4110	3454	3945	6395	7134	4171
YNL042W	XIV	548100	549290	+	1191	1987	1648	1567	1636	1650	1907	2313	1729	1834	933	1259	905
YNL022C	XIV	591427	592899	-	1473	3036	2791	2550	4084	3686	4221	3593	2945	3187	3229	3639	2252
YNL056W	XIV	517249	517842	+	594	2848	2866	2649	4731	4493	4962	5197	4015	4305	3171	3309	3601
YNL011C	XIV	611836	613170	-	1335	1525	1706	1499	2918	2564	2713	3561	2827	3081	1141	1062	1208
YNL329C	XIV	19541	22633	-	3093	4377	4462	3979	12981	12245	13308	13105	10676	10807	4138	3962	3610
YNL074C	XIV	486766	488124	-	1359	3202	3240	3101	2747	2866	2840	3709	2798	2892	2819	2986	2962
YNL093W	XIV	449868	450530	+	663	825	597	586	624	597	791	1008	655	730	199	324	366
YNR047W	XIV	708523	711204	+	2682	7228	7689	6781	7017	6911	7623	9583	7323	7972	5893	5743	6533
YNL183C	XIV	293137	295509	-	2373	2097	2364	2179	2678	2379	2553	3127	2573	2575	2133	2000	2080
YNL057W	XIV	516403	516735	+	333	2	1	0	0	0	2	0	0	2	0	0	0
YNL238W	XIV	202428	204872	+	2445	10563	10140	9218	10410	10246	10674	9687	8079	8712	11931	12530	10250
YNL154C	XIV	343636	345276	-	1641	15375	15354	14354	13309	13778	14423	14084	12121	13017	16185	15492	14784
YNL267W	XIV	140878	144078	+	3201	8255	7969	7095	6509	6120	7175	7984	5796	6192	7318	7345	6950
tP(UGG)N2	XIV;XIV	568115;568182	568150;568217	+;+	72	12	12	25	21	26	31	52	50	40	14	23	6
YNL014W	XIV	606319	609453	+	3135	778	617	569	2632	2532	2652	2958	2196	2199	484	504	470
NME1	XIV	585587	585926	+	340	32322	37688	34798	20283	22423	20166	46006	40173	46895	20657	21098	19174
YNL078W	XIV	479768	480991	+	1224	11830	12098	10394	4778	4438	5669	13356	12881	13234	4727	5284	4256
YNL209W	XIV	252059	253900	+	1842	210339	219098	197705	187612	202209	201979	193641	163479	181032	240502	255183	211705
YNL253W	XIV	170018	171286	+	1269	1536	1546	1572	2098	2078	2296	2178	1803	1820	1502	1820	1525
YNL173C	XIV	308957	310057	-	1101	5311	5129	4555	4839	4250	5054	6320	5223	5543	2891	2698	3541
YNL066W	XIV	501515	502777	+	1263	17265	16580	15089	16675	17090	17680	15725	12223	13432	26428	28000	19852
YNL321W	XIV	34696	37422	+	2727	3871	4039	3470	3726	3598	3716	5076	3852	4190	3997	4151	3937
YNR054C	XIV	723356	724306	-	951	3051	2930	2699	3023	2836	3226	3048	2570	2573	3190	3499	2416
YNR072W	XIV	772657	774351	+	1695	264	307	288	1190	1256	1364	1465	1075	1151	316	329	286
YNR076W	XIV	781918	782280	+	363	658	679	529	1009	1034	1105	1424	1050	1337	298	314	280
YNR031C	XIV	680694	685433	-	4740	8839	9123	7829	7917	7555	7784	9056	6857	7580	9057	8963	9559
YNL110C	XIV	417826	418488	-	663	7069	6338	6097	5148	5166	6269	4672	4187	4097	8319	8852	5393
YNL232W	XIV	214923	215801	+	879	4248	3744	3402	3918	3725	4373	3986	3076	3127	3832	4622	3071
YNL262W	XIV	148212	154880	+	6669	12910	11750	10387	9814	10450	11847	11390	8441	8815	13104	12257	11250
YNL142W	XIV	357453	358952	+	1500	511	636	491	2231	2202	2284	3165	2627	3084	415	420	436
YNL129W	XIV	381480	382202	+	723	1646	1688	1569	1936	1865	1946	2140	1645	1699	1570	1442	1780
YNR014W	XIV	652465	653103	+	639	1041	865	782	1076	1149	1336	1501	1470	1492	620	557	474
YNL005C	XIV	621313	622428	-	1116	6090	6129	5691	6103	5631	6393	6803	5283	5586	5342	5997	6050
YNL174W	XIV	308074	308646	+	573	1	0	0	2	0	2	9	3	7	0	0	0
YNL335W	XIV	11452	12129	+	678	328	271	264	1132	1159	1251	1355	1099	1039	209	217	234
YNL240C	XIV	198502	199977	-	1476	4376	4060	3673	3864	4039	4289	4561	3821	3855	3786	4781	2562
YNL318C	XIV	38707	40329	-	1623	3	6	1	38	28	22	59	58	58	0	0	3
YNL256W	XIV	164623	167097	+	2475	9824	9517	8811	9370	9927	10554	9615	7531	8110	10679	11713	7753
YNL012W	XIV;XIV	609686;609875	609790;611665	+;+	1896	345	454	429	2241	2173	2221	1820	1736	1824	578	645	686
YNR029C	XIV	677199	678488	-	1290	2596	2276	2224	5204	5233	5531	5010	4436	4403	2434	2413	2252
